Country,CountryCode
Afghanistan,4
Afghanistan,4
Afghanistan,4
Afghanistan,4
Afghanistan,4
Afghanistan,4
Afghanistan,4
Afghanistan,4
Afghanistan,4
Afghanistan,4
Afghanistan,4
Afghanistan,4
Afghanistan,4
Afghanistan,4
Afghanistan,4
Afghanistan,4
Afghanistan,4
Afghanistan,4
Afghanistan,4
Afghanistan,4
Afghanistan,4
Afghanistan,4
Albania,8
Albania,8
Albania,8
Albania,8
Albania,8
Albania,8
Albania,8
Albania,8
Albania,8
Albania,8
Albania,8
Albania,8
Albania,8
Albania,8
Albania,8
Albania,8
Albania,8
Albania,8
Albania,8
Albania,8
Albania,8
Albania,8
Algeria,12
Algeria,12
Algeria,12
Algeria,12
Algeria,12
Algeria,12
Algeria,12
Algeria,12
Algeria,12
Algeria,12
Algeria,12
Algeria,12
Algeria,12
Algeria,12
Algeria,12
Algeria,12
Algeria,12
Algeria,12
Algeria,12
Algeria,12
Algeria,12
Algeria,12
Andorra,20
Andorra,20
Andorra,20
Andorra,20
Andorra,20
Andorra,20
Andorra,20
Andorra,20
Andorra,20
Andorra,20
Andorra,20
Andorra,20
Andorra,20
Andorra,20
Andorra,20
Andorra,20
Andorra,20
Angola,24
Angola,24
Angola,24
Angola,24
Angola,24
Angola,24
Angola,24
Angola,24
Angola,24
Angola,24
Angola,24
Angola,24
Angola,24
Angola,24
Angola,24
Angola,24
Angola,24
Angola,24
Angola,24
Angola,24
Angola,24
Angola,24
Anguilla,660
Anguilla,660
Anguilla,660
Anguilla,660
Anguilla,660
Anguilla,660
Anguilla,660
Anguilla,660
Anguilla,660
Anguilla,660
Anguilla,660
Anguilla,660
Anguilla,660
Anguilla,660
Anguilla,660
Antigua and Barbuda,28
Antigua and Barbuda,28
Antigua and Barbuda,28
Antigua and Barbuda,28
Antigua and Barbuda,28
Antigua and Barbuda,28
Antigua and Barbuda,28
Antigua and Barbuda,28
Antigua and Barbuda,28
Antigua and Barbuda,28
Antigua and Barbuda,28
Antigua and Barbuda,28
Antigua and Barbuda,28
Antigua and Barbuda,28
Antigua and Barbuda,28
Antigua and Barbuda,28
Antigua and Barbuda,28
Antigua and Barbuda,28
Antigua and Barbuda,28
Antigua and Barbuda,28
Antigua and Barbuda,28
Antigua and Barbuda,28
Argentina,32
Argentina,32
Argentina,32
Argentina,32
Argentina,32
Argentina,32
Argentina,32
Argentina,32
Argentina,32
Argentina,32
Argentina,32
Argentina,32
Argentina,32
Argentina,32
Argentina,32
Argentina,32
Argentina,32
Argentina,32
Argentina,32
Argentina,32
Argentina,32
Argentina,32
Armenia,51
Armenia,51
Armenia,51
Armenia,51
Armenia,51
Armenia,51
Armenia,51
Armenia,51
Armenia,51
Armenia,51
Armenia,51
Armenia,51
Armenia,51
Armenia,51
Armenia,51
Armenia,51
Armenia,51
Armenia,51
Armenia,51
Armenia,51
Aruba,533
Aruba,533
Aruba,533
Aruba,533
Aruba,533
Aruba,533
Aruba,533
Aruba,533
Aruba,533
Aruba,533
Aruba,533
Aruba,533
Aruba,533
Aruba,533
Aruba,533
Aruba,533
Aruba,533
Aruba,533
Aruba,533
Aruba,533
Aruba,533
Aruba,533
Australia,36
Australia,36
Australia,36
Australia,36
Australia,36
Australia,36
Australia,36
Australia,36
Australia,36
Australia,36
Australia,36
Australia,36
Australia,36
Australia,36
Australia,36
Australia,36
Australia,36
Australia,36
Australia,36
Australia,36
Australia,36
Australia,36
Austria,40
Austria,40
Austria,40
Austria,40
Austria,40
Austria,40
Austria,40
Austria,40
Austria,40
Austria,40
Austria,40
Austria,40
Austria,40
Austria,40
Austria,40
Austria,40
Austria,40
Austria,40
Austria,40
Austria,40
Austria,40
Austria,40
Azerbaijan,31
Azerbaijan,31
Azerbaijan,31
Azerbaijan,31
Azerbaijan,31
Azerbaijan,31
Azerbaijan,31
Azerbaijan,31
Azerbaijan,31
Azerbaijan,31
Azerbaijan,31
Azerbaijan,31
Azerbaijan,31
Azerbaijan,31
Azerbaijan,31
Azerbaijan,31
Azerbaijan,31
Azerbaijan,31
Azerbaijan,31
Azerbaijan,31
Bahamas,44
Bahamas,44
Bahamas,44
Bahamas,44
Bahamas,44
Bahamas,44
Bahamas,44
Bahamas,44
Bahamas,44
Bahamas,44
Bahamas,44
Bahamas,44
Bahamas,44
Bahamas,44
Bahamas,44
Bahamas,44
Bahamas,44
Bahamas,44
Bahamas,44
Bahamas,44
Bahamas,44
Bahamas,44
Bahrain,48
Bahrain,48
Bahrain,48
Bahrain,48
Bahrain,48
Bahrain,48
Bahrain,48
Bahrain,48
Bahrain,48
Bahrain,48
Bahrain,48
Bahrain,48
Bahrain,48
Bahrain,48
Bahrain,48
Bahrain,48
Bahrain,48
Bahrain,48
Bahrain,48
Bahrain,48
Bahrain,48
Bahrain,48
Bangladesh,50
Bangladesh,50
Bangladesh,50
Bangladesh,50
Bangladesh,50
Bangladesh,50
Bangladesh,50
Bangladesh,50
Bangladesh,50
Bangladesh,50
Bangladesh,50
Bangladesh,50
Bangladesh,50
Bangladesh,50
Bangladesh,50
Bangladesh,50
Bangladesh,50
Bangladesh,50
Bangladesh,50
Bangladesh,50
Bangladesh,50
Bangladesh,50
Barbados,52
Barbados,52
Barbados,52
Barbados,52
Barbados,52
Barbados,52
Barbados,52
Barbados,52
Barbados,52
Barbados,52
Barbados,52
Barbados,52
Barbados,52
Barbados,52
Barbados,52
Barbados,52
Barbados,52
Barbados,52
Barbados,52
Barbados,52
Barbados,52
Barbados,52
Belarus,112
Belarus,112
Belarus,112
Belarus,112
Belarus,112
Belarus,112
Belarus,112
Belarus,112
Belarus,112
Belarus,112
Belarus,112
Belarus,112
Belarus,112
Belarus,112
Belarus,112
Belarus,112
Belarus,112
Belarus,112
Belarus,112
Belarus,112
Belgium,56
Belgium,56
Belgium,56
Belgium,56
Belgium,56
Belgium,56
